recvTime,fiwareServicePath,entityId,entityType,attrName,attrType,attrValue
2023-01-25T08:34:16.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T08:34:16.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T08:45:59.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T09:40:56.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T09:40:56.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T09:49:42.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T10:37:33.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T10:37:33.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T10:46:01.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T11:41:49.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T11:41:49.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T11:55:39.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T12:41:59.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T12:41:59.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T12:50:43.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T13:34:02.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T13:34:02.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T13:47:24.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T14:31:49.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T14:31:49.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T14:44:19.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T15:34:26.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T15:34:26.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T15:41:54.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T16:24:58.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T16:24:58.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T16:37:49.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T17:18:42.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T17:18:42.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T17:31:51.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-25T18:30:07.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-25T18:30:07.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-25T18:43:51.628Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T08:38:16.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T08:38:16.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T08:50:52.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T09:35:51.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T09:35:51.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T09:49:27.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T10:37:15.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T10:37:15.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T10:44:48.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T11:30:46.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T11:30:46.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T11:45:28.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T12:21:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T12:21:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T12:29:11.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T13:26:02.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T13:26:02.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T13:33:43.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T14:23:14.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T14:23:14.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T14:38:09.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T15:32:29.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T15:32:29.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T15:42:10.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T16:33:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T16:33:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T16:45:51.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T17:40:28.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T17:40:28.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T17:50:57.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T18:30:39.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T18:30:39.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T18:43:04.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T19:33:58.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T19:33:58.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T19:43:32.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T20:28:21.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T20:28:21.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T20:40:55.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T21:28:44.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T21:28:44.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T21:39:30.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T22:32:32.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T22:32:32.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T22:42:45.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-26T23:32:07.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-26T23:32:07.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-26T23:41:40.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T00:33:07.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T00:33:07.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T00:46:29.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T01:38:32.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T01:38:32.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T01:51:09.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T02:44:27.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T02:44:27.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T02:54:44.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T03:45:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T03:45:38.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T03:56:34.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T04:43:47.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T04:43:47.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T04:53:23.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T05:39:17.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T05:39:17.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T05:48:45.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T06:36:12.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T06:36:12.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T06:45:56.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T07:43:41.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T07:43:41.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T07:56:18.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T08:38:21.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T08:38:21.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T08:50:53.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T09:42:05.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T09:42:05.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T09:53:36.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T10:49:37.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T10:49:37.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T11:03:49.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T11:48:25.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T11:48:25.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T11:59:39.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T12:54:15.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T12:54:15.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T13:05:48.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T13:53:40.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T13:53:40.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
2023-01-27T14:04:04.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Finished
2023-01-27T14:48:57.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,
2023-01-27T14:48:57.632Z,/,urn:ngsi-ld:Axis:002,IOT,start,Text,Trimming
