recvTime,fiwareServicePath,entityId,entityType,attrName,attrType,attrValue
2023-01-25T08:09:14.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T08:09:14.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T08:18:47.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T09:15:12.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T09:15:12.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T09:27:38.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T10:12:42.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T10:12:42.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T10:24:15.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T11:11:24.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T11:11:24.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T11:24:57.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T12:16:55.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T12:16:55.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T12:28:10.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T13:13:32.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T13:13:32.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T13:22:58.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T14:07:08.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T14:07:08.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
2023-01-25T14:20:46.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Finished
2023-01-25T15:04:32.628Z,/,urn:ngsi-ld:Axis:001,IOT,start,Text,
2023-01-25T15:04:32.628Z,/,urn:ngsi-ld:Axis:001,IOT,Status,Text,Cutting
