OrderDate,Name,OrderStatus,MachineTimestamp,MachineStatus,DeviceName,MachineType
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:09:14.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:09:19.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:18:47.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:23:11.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:23:39.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:31:06.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:34:16.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:34:30.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:45:59.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:47:00.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:47:28.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T08:00:00.628Z,Order No.1,Succeded,2023-01-25T08:54:39.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:15:12.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:15:22.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:27:38.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:29:41.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:30:08.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:37:31.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:40:56.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:41:19.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:49:42.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:50:46.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:50:56.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T09:07:48.628Z,Order No.2,Succeded,2023-01-25T09:58:14.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:12:42.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:13:05.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:24:15.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:26:28.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:26:57.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:34:13.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:37:33.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:37:59.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:46:01.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:48:08.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:48:25.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T10:09:28.628Z,Order No.3,Succeded,2023-01-25T10:57:40.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:11:24.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:11:50.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:24:57.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:29:22.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:29:35.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:38:43.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:41:49.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:42:11.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T11:55:39.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T12:00:08.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T12:00:33.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T11:04:08.628Z,Order No.4,Succeded,2023-01-25T12:07:48.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:16:55.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:17:09.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:28:10.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:32:39.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:32:45.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:40:53.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:41:59.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:42:23.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:50:43.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:53:44.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:54:01.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T12:12:52.628Z,Order No.5,Succeded,2023-01-25T12:59:04.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:13:32.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:13:49.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:22:58.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:25:14.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:25:19.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:30:45.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:34:02.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:34:12.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:47:24.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:50:52.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:51:21.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T13:10:12.628Z,Order No.6,Succeded,2023-01-25T13:57:44.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:07:08.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:07:37.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:20:46.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:23:10.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:23:39.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:29:47.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:31:49.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:32:17.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:44:19.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:47:36.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:47:58.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:04:53.628Z,Order No.7,Succeded,2023-01-25T14:55:20.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:04:32.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:05:01.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:19:06.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:21:23.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:21:33.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:30:01.628Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:34:26.628Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:34:44.628Z,Trimming,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:41:54.628Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:45:23.628Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:45:30.628Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T14:58:25.628Z,Order No.8,Succeded,2023-01-25T15:51:33.628Z,Finished,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T15:59:44.628Z,Order No.9,Succeded,2023-01-25T16:02:50.628Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:59:44.628Z,Order No.9,Succeded,2023-01-25T16:03:16.628Z,Cutting,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:59:44.628Z,Order No.9,Succeded,2023-01-25T16:15:34.628Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:59:44.628Z,Order No.9,Succeded,2023-01-25T16:16:46.628Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T15:59:44.628Z,Order No.9,Succeded,2023-01-25T16:17:07.628Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
