recvTime,fiwareServicePath,entityId,entityType,attrName,attrType,attrValue
2023-01-25T09:44:01.701Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-25T09:44:01.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-25T09:57:44.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-25T12:23:46.701Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-25T12:23:46.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-25T12:32:30.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-25T14:43:31.701Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-25T14:43:31.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-25T14:56:23.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-25T17:14:29.701Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-25T17:14:29.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-25T17:28:11.701Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-26T09:49:44.704Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-26T09:49:44.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-26T10:01:27.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-26T12:24:23.704Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-26T12:24:23.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-26T12:36:48.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-26T15:17:56.704Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-26T15:17:56.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-26T15:26:26.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-26T17:51:37.704Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-26T17:51:37.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
2023-01-26T18:06:06.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Finished
2023-01-26T20:53:57.704Z,/,urn:ngsi-ld:Axis:005,IOT,start,Text,
2023-01-26T20:53:57.704Z,/,urn:ngsi-ld:Axis:005,IOT,Status,Text,Cutting 2
